ParameterValue,flocking index,Gene0_avg,Gene0_std,Gene1_avg,Gene1_std,Gene2_avg,Gene2_std,Gene3_avg,Gene3_std,Gene4_avg,Gene4_std,number_fish
15,0.13881531871282032,0.396380173126192,0.17091858092864542,0.43467662708050986,0.38460810371514964,0.2823563118495424,0.10680708555282493,0.6427225534850639,0.23641756763242194,0.7041525894218478,0.21956778517258058,99
15,0.15606528349688575,0.3005820175094417,0.2498906659418546,0.5475981976345502,0.1944871128371521,0.35031478684342693,0.18014847874786016,0.5178009839528526,0.25420191723756663,0.5804904765851837,0.22654406504150557,98
15,0.15046222101711254,0.8562355562242214,0.21590973002130948,0.6376075849618207,0.11927492274978445,0.355657927806356,0.13670625961310182,0.8122057496565651,0.21206835193076803,0.2848845334391206,0.18504623149085844,100
15,0.1555331774793098,0.6861495382258318,0.18593258402572654,0.5088696589235755,0.18961533542444065,0.8388279659288723,0.23070682098177397,0.3806923339423945,0.3543043707613377,0.3720901744885449,0.12523986189367178,98
20,0.1607087461145023,0.4736942977633327,0.10286935962173244,0.7065638341446577,0.21570102004769157,0.6637638951309719,0.12340089788192904,0.18776159106013546,0.21111750461076192,0.3132563564332076,0.18338441775279846,99
20,0.14893185129080794,0.8495441967668708,0.11701984137234692,0.3627807501066623,0.17927072042253983,0.503424847827708,0.30279413860645266,0.8276072286147357,0.14107201780668213,0.3468390469075027,0.19114190948529217,98
20,0.15561046566616157,0.6399198284372377,0.2735949372336934,0.28561979938906,0.12881837132195445,0.31752118422724146,0.3660483683545463,0.9920887411693137,0.08361726707418919,0.3167388615422307,0.2339009688476488,100
20,0.1369750326066732,0.6074153964533614,0.3509442420207273,0.4484221797126542,0.17233846879208645,0.5103903911442758,0.11802097331809239,0.24925558874997256,0.07229516832367645,0.4908763124662367,0.10334418284659923,100
20,0.1522063250572983,0.5494605277960191,0.10304226648755789,0.16063450694050996,0.09010246297864302,0.09668794807257762,0.0537996802127335,0.8367999760828922,0.3088823150604257,0.5768391570627746,0.15666950416747494,100
20,0.1603740742346761,0.7558762265427752,0.28208315940619794,0.3323463611625807,0.24454723002224998,0.6332136018206087,0.1829126463852898,0.45987981136166617,0.07973485894314926,0.5967991440807928,0.24721561523141752,100
20,0.17220013626936526,0.7473699101315147,0.21576540561977928,0.7800265741044959,0.1152972775899286,0.31283585847806694,0.12543267459859903,0.8506608422377981,0.10590796651314277,0.31715535505856685,0.14947384154994484,100
20,0.153512026278903,0.4019421698837623,0.19567127854318783,0.46014678448923074,0.08658914986822185,0.7141082219985085,0.1784412903337113,0.7788077297587204,0.22847709106758132,0.8554426360753533,0.12266370968057848,100
20,0.14855598314089125,0.7360509100534103,0.3079884984059971,0.3685261474815747,0.1313741225343218,0.38317035654375975,0.15833599903694529,0.5002667714712463,0.25361771334851113,0.4878945108902913,0.3313962330429201,98
20,0.16666749879159545,0.4855154459631519,0.25576938426121215,0.6285655740844476,0.09778543284969358,0.40663255679193355,0.21724058905302449,0.1319279604741186,0.13902738719483618,0.584535281399862,0.1648044663305128,99
25,0.15321117870053375,0.8541144531955187,0.1715622783453892,0.47816554292607977,0.18222493335332038,0.6726544678326967,0.18963780288323445,0.5261352438687813,0.20177727776469087,0.5862481403496683,0.26467016763786466,99
25,0.1388584441052604,0.8058693494338406,0.07239237054098484,0.36725414223591235,0.3740800943711251,0.4254341894498626,0.157680018763889,0.8213303309892537,0.16077595875025444,0.6031712855890687,0.061691742481806394,100
25,0.14205550771697806,0.7779109044634062,0.1246889611219589,0.4335765594777793,0.23495215226832977,0.27388549596457606,0.08270591125571942,0.7323848914089002,0.16746518760624401,0.6192887867443562,0.19912859020264034,99
25,0.13348950065930834,0.6141029620529226,0.24919855763701293,0.43647152323171257,0.12040802095132241,0.3369664550018411,0.3098738162450682,0.910083332865313,0.3342618820118527,0.35016943376568405,0.08782835392231599,98
25,0.19237187349657123,0.9191594431678487,0.08286135054029807,0.9273419427925591,0.2314370385791004,0.2599859658145371,0.21469079928849177,0.6628102855341853,0.21194102522734484,0.5928288031720942,0.2015307899969666,100
25,0.133314315228055,0.28063003905523176,0.18801043916926816,0.6880155937570037,0.1312887206996833,0.4911499564004573,0.31898819990359084,0.6995341068323313,0.319247412207531,0.12866660015372047,0.05790982605401183,99
25,0.1653235733932367,0.5480757350675358,0.20715608389446652,0.7376563446285865,0.20851536578005156,0.713964343361515,0.15522380086828153,0.07204685889206307,0.06676513368813333,0.7054414893752092,0.36743551746589065,100
25,0.1717999899875879,0.687721305773255,0.26437638668471203,0.9018513180955046,0.1583245420634537,0.40176683801163254,0.15331745364924004,0.5660380320889865,0.13321931178109223,0.2777592263997541,0.10986903188086328,98
25,0.18901157275223193,0.11767456745572687,0.12745830761438662,0.7066081133962381,0.17383471616279553,0.09977601395730652,0.07744106768204173,0.5654971169798518,0.09835281818616924,0.9442632195828774,0.05034909563196063,99
25,0.16028065712226952,0.5707595950210841,0.29295692602224666,0.45483180149505265,0.27062735513951813,0.04714997435899525,0.049540620967817806,0.7669743334348632,0.06621780970626945,0.3973162620944814,0.35940159809556443,99
30,0.1548096535335064,0.7647611822809472,0.1227156012227642,0.5646026138228479,0.18738022241480953,0.10042159264485936,0.15248238105317005,0.8582495166858667,0.19260308869476514,0.31996078240546943,0.14355211556346964,99
30,0.1907720130732567,0.8982488337755437,0.24373086908368743,0.9748722049719607,0.1169541629419606,0.09492329256298766,0.05831734123816006,0.5858416184897869,0.09357386131286972,0.3444677154852124,0.20544199272102587,100
30,0.16196917362183583,0.6414138286739052,0.13478426492323053,0.7251819047196117,0.2092667555009006,0.4260785015741114,0.19682238321822904,0.505866373976062,0.11733126923634371,0.6151099045110869,0.2690456347193254,98
30,0.1701001154606021,0.9890363636574342,0.07397281607067023,0.8733590559075552,0.09367035930385931,0.14660575744080942,0.0657521767088251,0.5378086776799142,0.14267732852120696,0.2597705025445029,0.2203657867689505,98
30,0.1707941134390053,0.9577881812263225,0.08441946527201498,0.5969782462410355,0.1311236457478079,0.4434842983338711,0.08259894832428843,0.5287909505423299,0.19191793706208804,0.5544032143357135,0.24113607697203082,99
30,0.14566947543894979,0.7081733938535617,0.12488701720141983,0.468780525149864,0.18426298088022744,0.7119600798613831,0.43392267076263713,0.4787240255677486,0.20182639010737172,0.5332934343796097,0.3340368547356529,100
30,0.17221590600869927,1.0218160722676377,0.10027774345293297,0.7847888926519391,0.1678562904841266,0.09952963500941023,0.08264482226232632,0.300461224469742,0.16244581309520234,0.36009368910432316,0.16899143109088777,99
30,0.15475560032364202,0.48021323355044077,0.12259430193776472,0.6086625962549818,0.08472126911294173,0.5764180054368663,0.35999572239761785,0.8162108135381871,0.15090077329499121,0.10957401350170913,0.11692127240140589,95
30,0.15583250981521551,0.2969343913976824,0.12983741466544882,0.6592621593954244,0.20455546376304864,0.13328613723171615,0.10615843229527906,0.6505874353534196,0.2534540192565653,0.3597364520164338,0.15968932285907522,96
30,0.15885425978699055,0.47433302099495456,0.15083121200356459,0.7572095665381683,0.2312271486032402,0.8912116133219888,0.13324247548523782,0.3313986738928236,0.12497891742217325,0.6734259585284921,0.21085752191847298,97
35,0.16518097190284625,0.6891663202851434,0.1860608541449037,0.47564009178456407,0.2533225943886631,0.4718299312644193,0.31149486898905837,0.41584913743264196,0.21460716943560448,0.7582218265613387,0.12070835611384195,100
35,0.16144515299394954,0.8478929952621558,0.18727232399457502,0.4676721272669108,0.19802895338493087,0.24480167748754533,0.08968428422812293,0.5240340256261548,0.34572231363816414,0.5501762600499177,0.2708499725068493,98
35,0.1762931873757254,0.7383566062140821,0.08281297828591455,0.7520315832786831,0.25359778086998763,0.7482489060344306,0.15818715106082287,0.18956111795124664,0.20349388772421645,0.0579233373774393,0.05482874486197901,100
35,0.15865795699352173,0.6908652957911867,0.2199143618256023,0.7802013848818264,0.10224644552757231,0.5664309161237125,0.2574438719658955,1.0153142755428786,0.0816413421643212,0.5129727967624846,0.08871664381416776,100
35,0.18022697687755942,0.4576149861952811,0.38126542244103323,0.8250671684099811,0.18063141530229718,0.31902898620911957,0.18337225310276817,0.43261560957844514,0.2515257101594292,0.6535705556971533,0.3041246169864835,100
35,0.1502495990029494,0.5254840448110557,0.349940862502653,0.10045557007586109,0.07264820534463923,0.28024212687325345,0.10687697784146755,0.7827379618955042,0.13988698919723175,0.5093144762501706,0.18897649722405976,98
35,0.16909228037010904,0.6560204547774423,0.18347105373075992,0.8180830301425476,0.0856035785579309,0.4687111577290815,0.2526804933280487,0.7230757919933976,0.20506893173388452,0.6804581945642248,0.2434580679074556,98
35,0.18653459637302774,0.7668699886577486,0.09233011529863662,0.7044772922455595,0.09635530293034507,0.06347585946174646,0.06664870165166413,0.6390350883599741,0.10254876911079454,0.6389500234854355,0.09370521240112066,100
35,0.1780682533846132,0.7873465997568398,0.0796368885669515,0.6458280680969823,0.0832130428278356,0.4772088010630556,0.10774473884268893,0.6612919808363128,0.07679652766808275,0.5543652684130087,0.3301326604257198,100
35,0.17079710821069427,0.5777063065385197,0.34603505829475206,0.8561265718686127,0.1000502365179953,0.6671435408739634,0.28316579395266467,0.6184647766456497,0.3786088998058589,0.3433465438269901,0.11656169110528689,100
40,0.18102554795309161,0.8495539070746349,0.09248653953451717,0.9741509194087306,0.22920379318576392,0.25242987764877384,0.34081747063672146,0.4616206686934182,0.21511239909248966,0.6060618017403304,0.12897588691095088,100
40,0.1362591768723681,0.6119556209149913,0.38806381281157587,0.5524298754210142,0.25033501793191404,0.1699560986519299,0.26036814816296705,0.3246578271788586,0.18041684009927175,0.46109974380762453,0.28356046494189785,98
40,0.1565425636547213,0.375210002481964,0.06899533198163933,0.6088491687532245,0.06214223991585919,0.11698847148130742,0.1862518317529855,0.41186648871190096,0.054115436429872044,0.6472412713589873,0.2129158532780394,97
40,0.16350497155375512,0.37326239358060187,0.19751809938248832,0.8841257421078111,0.2876351649179383,0.2542371187193318,0.35789679422547294,0.897086106590019,0.14910410676420535,0.2968310701726038,0.3245860688132998,100
40,0.13660606846568712,0.7479912986311315,0.2036486468389711,0.5790069541785823,0.1355442152926473,0.8500640662296834,0.13992561696727418,0.937510140817495,0.061315538192936975,0.9197567287371988,0.09664654064920562,98
40,0.14126215783165386,0.6652077988184318,0.2355433975221112,0.6348242555910497,0.1228388257165704,0.6267966749975752,0.18114891183185666,0.5564425420643602,0.30178763662686797,0.5369582105681442,0.13208237725200603,100
40,0.15259759018947733,0.767119081511015,0.2524547739572589,0.8121050261870563,0.06915803803019469,0.5895185976593,0.1114334470579709,0.701876699349001,0.11667303840290837,0.48038477121765333,0.06311522439779195,97
40,0.13389635091198607,0.33879285577297785,0.10733299383504435,0.8186977405534642,0.09789305366942178,0.8708169060766422,0.12841982756936202,0.7455889298943446,0.12447563024112038,0.3210995574988703,0.08536418422948665,99
40,0.17239446656165852,0.3662763241322279,0.19935317201085093,1.0963697952861686,0.10480429712982506,0.31942796382525507,0.14266085710322654,0.45965813837582675,0.2428393930649798,0.8268467681872214,0.20124448323432945,91
40,0.17817651920046865,0.6129839542165945,0.09315491628130676,0.8298355010875095,0.10615717024056415,0.0468504869498332,0.052558644363942954,0.11707821356648007,0.12028383452687441,0.5972974503378412,0.35352972787821874,100
45,0.14183476736683417,0.6861413014112814,0.25672243193767785,0.5817077351194434,0.30708624544441443,0.59572641554833,0.23684006836982058,0.9017988599971964,0.14812396106547135,0.7018846006677224,0.21474355900025743,100
45,0.16319955610686204,0.6059749887007481,0.11827428853631229,0.566925901070253,0.0821285025852404,0.39713825726575214,0.09618729634766238,0.806024220016383,0.10397908916458394,0.5525672856501838,0.2300261045624329,100
45,0.17534016752082368,0.23339109679480696,0.1263150093422027,0.7493668163247821,0.08314699844180531,0.06992591716036826,0.07366518666350867,0.336704871736787,0.14211840929060304,0.8554904439839247,0.08768028996100037,99
45,0.15274166380805745,0.7819337822903156,0.0978168002276201,0.9482003680024663,0.09672160109258261,0.7834675070452746,0.117735905399493,0.6701370427054137,0.14663272432163604,0.6123694810852094,0.21803957319163902,100
45,0.16045730165975242,0.7818200421993015,0.18661852724997602,0.377590152889014,0.43665610178836367,0.2633765783983883,0.14689874148229135,0.6665022799811073,0.3130821703863672,0.5439992978995477,0.11815767312475892,100
45,0.16174990691895647,0.6844918739050329,0.2196473740071975,0.3440360372860073,0.17120452334810765,0.1592152177569456,0.24441569978029407,0.7413071851471987,0.09154929312559741,0.5001822272004148,0.32152882688271384,100
45,0.14408021532719356,0.14719922192679918,0.17006621266303037,0.6113159964776583,0.07508452408252013,0.3284202189186491,0.12596860579668454,0.9205042912928786,0.1660794302009825,0.45417152224508844,0.07259027693349138,100
45,0.16813416003146467,0.6262065228589347,0.12473710640056158,0.18822018529376042,0.10966678215391687,0.3739836664714754,0.2717227397098135,0.7910947929863873,0.13555246361406448,0.7134855481898009,0.20311212726500041,100
45,0.1552999718094178,0.8647746118210438,0.08239187618039182,0.5957093191306057,0.1467891822381218,0.8296905650466966,0.2416093919216656,0.8881890682921055,0.1290371735059283,0.8695515513434146,0.17065604160379827,100
45,0.1555491054063648,0.6193895117408273,0.14818076215337267,0.6646273910058706,0.06466052872323365,0.4113941525354713,0.24619295012483364,0.623664398599497,0.2899603264844251,0.477169750916469,0.36604749362880873,98
